Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
AB,Null,ALL,35-39,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,40-44,Tx,2,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,40-44,events,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,40-44,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,45-49,Tx,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,45-49,events,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,50-54,Tx,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,50-54,censored,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,55-59,Tx,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,55-59,censored,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,60-64,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,60-64,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,ALL,ALL,Tx,14,12,12,12,8,7,7,7,7,7,5,5,5,5,5,4,3,3,3,2,2,1,1,0,0,,,,,,,,,,,,,,,
AB,Null,ALL,ALL,events,,1,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
AB,Null,ALL,ALL,censored,,1,,,4,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
AB,Null,F,25-29,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,
AB,Null,F,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
AB,Null,F,25-29,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,30-34,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,
AB,Null,F,30-34,events,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
AB,Null,F,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,35-39,Tx,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,35-39,events,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,40-44,Tx,2,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,40-44,events,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,40-44,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,45-49,Tx,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,45-49,events,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,55-59,Tx,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,55-59,censored,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,60-64,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,60-64,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,F,ALL,Tx,9,7,7,7,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,,,,,,,,,,,,,,,
AB,Null,F,ALL,events,,1,,,,1,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
AB,Null,F,ALL,censored,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,25-29,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,25-29,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,30-34,Tx,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,30-34,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,30-34,censored,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,50-54,Tx,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,50-54,censored,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,55-59,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
AB,Null,M,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,55-59,censored,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
AB,Null,M,ALL,Tx,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
AB,Null,M,ALL,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Null,M,ALL,censored,,,,,2,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,18-19,Tx,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,18-19,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,18-19,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,35-39,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,40-44,Tx,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,40-44,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,40-44,censored,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,45-49,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,45-49,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,45-49,censored,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,50-54,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,50-54,censored,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,55-59,Tx,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,55-59,events,,,,,1,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,55-59,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,60-64,Tx,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,60-64,censored,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,ALL,Tx,10,10,10,10,9,9,9,7,7,6,5,5,5,5,5,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,ALL,events,,,,,1,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,ALL,ALL,censored,,,,,,,,1,,1,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,18-19,Tx,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,18-19,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,18-19,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,40-44,Tx,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,40-44,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,40-44,censored,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,45-49,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,45-49,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,45-49,censored,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,55-59,Tx,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,55-59,events,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,55-59,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,ALL,Tx,6,6,6,6,5,5,5,5,5,4,3,3,3,3,3,3,2,0,0,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,ALL,events,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,F,ALL,censored,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,35-39,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,35-39,censored,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,50-54,Tx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,50-54,censored,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,55-59,Tx,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,55-59,events,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,55-59,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,60-64,Tx,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,60-64,censored,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,ALL,Tx,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,ALL,events,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,Yes,M,ALL,censored,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,ALL,18-19,Tx,6,6,6,6,6,6,6,6,6,3,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,ALL,18-19,events,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,ALL,18-19,censored,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,ALL,20-24,Tx,17,14,13,12,11,8,7,7,6,6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,
ALL,ALL,ALL,20-24,events,,2,1,,1,1,1,,1,,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,ALL,20-24,censored,,1,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,
ALL,ALL,ALL,25-29,Tx,19,16,16,15,14,14,14,12,12,9,7,7,6,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,
ALL,ALL,ALL,25-29,events,,2,,1,,,,1,,2,2,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ALL,ALL,ALL,25-29,censored,,1,,,1,,,1,,1,,,1,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,
ALL,ALL,ALL,30-34,Tx,47,43,41,38,33,30,27,25,20,20,19,19,18,17,14,14,14,13,13,12,10,8,7,6,5,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1
ALL,ALL,ALL,30-34,events,,3,,2,2,1,2,,2,,1,,1,,2,,,1,,1,1,1,,,,1,,,,,,,,,,,,,,
ALL,ALL,ALL,30-34,censored,,1,2,1,3,2,1,2,3,,,,,1,1,,,,,,1,1,1,1,1,,,,1,1,,,,,,,1,,,
ALL,ALL,ALL,35-39,Tx,97,87,82,74,65,63,59,57,51,47,42,35,31,29,27,26,23,21,19,18,17,16,13,13,12,12,12,10,7,6,6,5,3,2,2,2,2,2,1,0
ALL,ALL,ALL,35-39,events,,6,4,2,5,1,2,,3,2,3,6,2,1,,,1,1,,,1,1,2,,1,,,1,,,,,,,,,,,,
ALL,ALL,ALL,35-39,censored,,4,1,6,4,1,2,2,3,2,2,1,2,1,2,1,2,1,2,1,,,1,,,,,1,3,1,,1,2,1,,,,,1,1
ALL,ALL,ALL,40-44,Tx,146,127,120,110,101,87,81,77,73,68,63,55,50,45,37,35,35,29,27,23,21,20,17,14,12,9,7,7,6,4,4,2,2,2,1,1,1,0,0,
ALL,ALL,ALL,40-44,events,,13,3,6,6,8,2,2,1,3,3,3,3,1,2,,,,,2,,1,1,1,1,,1,,,1,,,,,,,,,,
ALL,ALL,ALL,40-44,censored,,6,4,4,3,6,4,2,3,2,2,5,2,4,6,2,,6,2,2,2,,2,2,1,3,1,,1,1,,2,,,1,,,1,,
ALL,ALL,ALL,45-49,Tx,182,161,154,144,128,119,112,102,96,90,84,76,66,66,53,50,45,43,38,33,30,29,25,22,19,17,16,15,11,10,9,8,7,5,3,1,1,1,0,0
ALL,ALL,ALL,45-49,events,,13,2,6,8,8,6,6,2,4,4,3,2,,3,2,2,2,1,3,2,,1,1,,1,,,1,,,,,,,,,,,
ALL,ALL,ALL,45-49,censored,,8,5,4,8,1,1,4,4,2,2,5,8,,10,1,3,,4,2,1,1,3,2,3,1,1,1,3,1,1,1,1,2,2,2,,,1,
ALL,ALL,ALL,50-54,Tx,240,220,208,198,178,166,154,141,134,125,116,109,101,90,82,72,65,63,59,55,53,50,47,43,38,34,31,27,20,16,14,13,13,12,12,11,8,5,1,0
ALL,ALL,ALL,50-54,events,,10,4,4,10,9,5,4,4,4,4,5,3,5,2,4,,1,1,3,1,,2,1,2,,,,1,,,,,1,,,,,,
ALL,ALL,ALL,50-54,censored,,10,8,6,10,3,7,9,3,5,5,2,5,6,6,6,7,1,3,1,1,3,1,3,3,4,3,4,6,4,2,1,,,,1,3,3,4,1
ALL,ALL,ALL,55-59,Tx,291,261,245,232,215,202,190,175,164,152,143,133,127,121,112,105,99,89,84,75,72,66,63,59,54,49,41,38,31,25,17,15,14,11,10,7,5,3,0,0
ALL,ALL,ALL,55-59,events,,22,8,6,9,5,4,5,4,5,5,8,2,3,2,5,3,4,2,2,,1,,2,2,2,,,,2,,1,,1,,,,,,
ALL,ALL,ALL,55-59,censored,,8,8,7,8,8,8,10,7,7,4,2,4,3,7,2,3,6,3,7,3,5,3,2,3,3,8,3,7,4,8,1,1,2,1,3,2,2,3,
ALL,ALL,ALL,60-64,Tx,236,200,188,179,166,158,150,136,121,106,94,84,78,74,68,62,57,53,47,42,36,32,29,27,24,20,18,14,12,11,10,9,7,6,5,3,2,1,0,0
ALL,ALL,ALL,60-64,events,,21,3,5,5,5,3,5,7,5,6,6,4,1,1,2,2,2,1,,,,1,,1,1,,2,,,,,,,1,,,,,
ALL,ALL,ALL,60-64,censored,,15,9,4,8,3,5,9,8,10,6,4,2,3,5,4,3,2,5,5,6,4,2,2,2,3,2,2,2,1,1,1,2,1,,2,1,1,1,
ALL,ALL,ALL,65+,Tx,160,141,131,121,115,112,105,93,85,78,68,60,50,46,37,37,33,31,28,24,23,22,20,14,13,12,8,6,6,4,4,4,4,4,4,2,1,1,1,1
ALL,ALL,ALL,65+,events,,10,6,9,2,2,5,11,8,5,7,5,2,1,3,,1,1,1,2,1,,1,2,,,,,,,,,,,,,,,,
ALL,ALL,ALL,65+,censored,,9,4,1,4,1,2,1,,2,3,3,8,3,6,,3,1,2,2,,1,1,4,1,1,4,2,,2,,,,,,2,1,,,
ALL,ALL,ALL,ALL,Tx,1441,1276,1204,1129,1032,965,905,831,768,704,642,584,531,495,437,407,377,348,320,287,266,247,225,201,180,160,140,124,99,79,67,59,53,45,40,29,21,14,4,2
ALL,ALL,ALL,ALL,events,,102,31,41,48,40,30,34,32,31,38,36,21,13,15,13,9,12,7,13,6,4,8,8,7,5,1,3,2,3,,1,,2,1,,,,,
ALL,ALL,ALL,ALL,censored,,63,41,34,49,27,30,40,31,33,24,22,32,23,43,17,21,17,21,20,15,15,14,16,14,15,19,13,23,17,12,7,6,6,4,11,8,7,10,2
ALL,ALL,F,18-19,Tx,4,4,4,4,4,4,4,4,4,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,F,18-19,events,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,F,18-19,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,F,20-24,Tx,12,9,8,8,7,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,
ALL,ALL,F,20-24,events,,2,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,F,20-24,censored,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ALL,ALL,F,25-29,Tx,10,8,8,8,8,8,8,7,7,5,5,5,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,
ALL,ALL,F,25-29,events,,2,,,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,
ALL,ALL,F,25-29,censored,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,
ALL,ALL,F,30-34,Tx,25,24,22,20,16,13,12,10,9,9,8,8,8,7,6,6,6,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1
ALL,ALL,F,30-34,events,,1,,1,2,1,,,1,,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,
ALL,ALL,F,30-34,censored,,,2,1,2,2,1,2,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,
ALL,ALL,F,35-39,Tx,52,43,40,35,31,30,28,27,25,23,19,17,15,13,12,12,9,9,9,9,8,7,5,5,5,5,5,4,3,3,3,2,0,0,,,,,,
ALL,ALL,F,35-39,events,,6,2,2,3,1,1,,,1,2,1,1,1,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,
ALL,ALL,F,35-39,censored,,3,1,3,1,,1,1,2,1,2,1,1,1,1,,2,,,,,,1,,,,,1,1,,,1,2,,,,,,,
ALL,ALL,F,40-44,Tx,93,80,77,70,66,57,51,48,46,44,41,34,32,29,23,23,23,18,17,13,13,12,9,7,6,3,3,3,3,2,2,1,1,1,1,1,1,0,0,
ALL,ALL,F,40-44,events,,8,1,5,3,6,2,1,,1,2,3,1,1,,,,,,2,,1,1,,1,,,,,,,,,,,,,,,
ALL,ALL,F,40-44,censored,,5,2,2,1,3,4,2,2,1,1,4,1,2,6,,,5,1,2,,,2,2,,3,,,,1,,1,,,,,,1,,
ALL,ALL,F,45-49,Tx,110,98,93,86,77,74,69,64,60,54,51,45,38,38,30,29,26,25,23,20,17,16,14,13,10,10,10,9,6,5,5,5,4,4,2,1,1,1,0,0
ALL,ALL,F,45-49,events,,8,2,4,6,2,5,2,2,4,2,3,1,,2,1,2,1,,2,2,,1,,,,,,1,,,,,,,,,,,
ALL,ALL,F,45-49,censored,,4,3,3,3,1,,3,2,2,1,3,6,,6,,1,,2,1,1,1,1,1,3,,,1,2,1,,,1,,2,1,,,1,
ALL,ALL,F,50-54,Tx,137,129,123,117,100,93,85,77,74,68,63,59,53,47,42,37,32,31,29,26,26,25,24,22,17,15,13,12,8,4,4,4,4,3,3,3,2,1,0,0
ALL,ALL,F,50-54,events,,4,2,3,9,4,5,3,2,3,2,3,2,1,1,2,,,1,3,,,1,,2,,,,,,,,,1,,,,,,
ALL,ALL,F,50-54,censored,,4,4,3,8,3,3,5,1,3,3,1,4,5,4,3,5,1,1,,,1,,2,3,2,2,1,4,4,,,,,,,1,1,1,
ALL,ALL,F,55-59,Tx,147,129,120,114,104,98,92,86,81,77,71,66,63,58,55,52,49,43,39,36,35,31,29,26,25,23,18,17,14,11,8,7,7,4,4,3,2,2,0,0
ALL,ALL,F,55-59,events,,14,7,5,6,2,2,,1,2,3,4,2,2,1,3,1,2,2,,,1,,2,1,,,,,1,,,,1,,,,,,
ALL,ALL,F,55-59,censored,,4,2,1,4,4,4,6,4,2,3,1,1,3,2,,2,4,2,3,1,3,2,1,,2,5,1,3,2,3,1,,2,,1,1,,2,
ALL,ALL,F,60-64,Tx,125,104,98,91,84,78,74,67,57,49,45,42,39,35,32,30,28,25,23,20,17,16,15,15,12,10,8,7,6,5,5,5,4,4,3,2,1,1,0,0
ALL,ALL,F,60-64,events,,13,3,3,3,3,2,2,4,2,1,2,2,1,,1,1,1,1,,,,1,,1,1,,,,,,,,,1,,,,,
ALL,ALL,F,60-64,censored,,8,3,4,4,3,2,5,6,6,3,1,1,3,3,1,1,2,1,3,3,1,,,2,1,2,1,1,1,,,1,,,1,1,,1,
ALL,ALL,F,65+,Tx,81,71,65,61,60,59,56,50,46,42,36,33,30,28,21,21,19,18,18,15,15,14,13,8,8,8,5,5,5,3,3,3,3,3,3,2,1,1,1,1
ALL,ALL,F,65+,events,,5,3,4,,1,1,5,4,2,5,3,1,1,3,,,,,2,,,1,1,,,,,,,,,,,,,,,,
ALL,ALL,F,65+,censored,,5,3,,1,,2,1,,2,1,,2,1,4,,2,1,,1,,1,,4,,,3,,,2,,,,,,1,1,,,
ALL,ALL,F,ALL,Tx,796,699,658,614,557,519,483,444,412,376,342,312,283,258,224,213,195,177,166,147,138,127,115,101,88,79,67,62,49,35,32,29,25,21,18,14,9,7,2,2
ALL,ALL,F,ALL,events,,63,21,27,33,20,19,14,15,17,20,19,12,8,7,7,5,5,4,9,4,4,6,4,5,1,,,1,1,,,,2,1,,,,,
ALL,ALL,F,ALL,censored,,34,20,17,24,18,17,25,17,19,14,11,17,17,27,4,13,13,7,10,5,7,6,10,8,8,12,5,12,13,3,3,4,2,2,4,5,2,5,
ALL,ALL,M,18-19,Tx,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,18-19,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,18-19,censored,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,20-24,Tx,5,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,
ALL,ALL,M,20-24,events,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,20-24,censored,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ALL,ALL,M,25-29,Tx,9,8,8,7,6,6,6,5,5,4,2,2,2,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
ALL,ALL,M,25-29,events,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,25-29,censored,,1,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,
ALL,ALL,M,30-34,Tx,22,19,19,18,17,17,15,15,11,11,11,11,10,10,8,8,8,8,8,7,6,5,4,3,2,1,1,1,1,0,0,,,,,,,,,
ALL,ALL,M,30-34,events,,2,,1,,,2,,1,,,,1,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,
ALL,ALL,M,30-34,censored,,1,,,1,,,,3,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,,,,
