,Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
187,AB,No,M,ALL,Tx,56.0,52.0,51.0,48.0,44.0,42.0,40.0,37.0,33.0,29.0,26.0,25.0,22.0,22.0,19.0,15.0,15.0,15.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,9.0,8.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,1.0,1.0,0.0
188,AB,No,M,ALL,events,,1.0,1.0,,2.0,1.0,,2.0,3.0,1.0,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
189,AB,No,M,ALL,censored,,3.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,3.0,,1.0,2.0,,,1.0,,1.0,,,,,1.0,,,2.0,1.0,2.0,,,1.0,1.0,1.0,,2.0,,1.0
190,AB,Null,ALL,25-29,Tx,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
191,AB,Null,ALL,25-29,events,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
192,AB,Null,ALL,25-29,censored,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,AB,Null,ALL,30-34,Tx,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
194,AB,Null,ALL,30-34,events,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
195,AB,Null,ALL,30-34,censored,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,AB,Null,ALL,35-39,Tx,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,AB,Null,ALL,35-39,events,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,AB,Null,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,AB,Null,ALL,40-44,Tx,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,AB,Null,ALL,40-44,events,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,AB,Null,ALL,40-44,censored,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,AB,Null,ALL,45-49,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,AB,Null,ALL,45-49,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,AB,Null,ALL,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,AB,Null,ALL,50-54,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
206,AB,Null,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,AB,Null,ALL,50-54,censored,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
208,AB,Null,ALL,55-59,Tx,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
209,AB,Null,ALL,55-59,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,AB,Null,ALL,55-59,censored,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
211,AB,Null,ALL,60-64,Tx,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,AB,Null,ALL,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,AB,Null,ALL,60-64,censored,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,AB,Null,ALL,ALL,Tx,14.0,12.0,12.0,12.0,8.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
215,AB,Null,ALL,ALL,events,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
216,AB,Null,ALL,ALL,censored,,1.0,,,4.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
238,AB,Null,F,ALL,Tx,9.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
239,AB,Null,F,ALL,events,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
240,AB,Null,F,ALL,censored,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,AB,Null,M,ALL,Tx,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
254,AB,Null,M,ALL,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,AB,Null,M,ALL,censored,,,,,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
256,AB,Yes,ALL,18-19,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,AB,Yes,ALL,18-19,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,AB,Yes,ALL,18-19,censored,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,AB,Yes,ALL,35-39,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
260,AB,Yes,ALL,35-39,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,AB,Yes,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
262,AB,Yes,ALL,40-44,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,AB,Yes,ALL,40-44,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,AB,Yes,ALL,40-44,censored,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,AB,Yes,ALL,45-49,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
266,AB,Yes,ALL,45-49,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,AB,Yes,ALL,45-49,censored,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
268,AB,Yes,ALL,50-54,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
269,AB,Yes,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,AB,Yes,ALL,50-54,censored,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
271,AB,Yes,ALL,55-59,Tx,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
272,AB,Yes,ALL,55-59,events,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
273,AB,Yes,ALL,55-59,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,AB,Yes,ALL,60-64,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,AB,Yes,ALL,60-64,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,AB,Yes,ALL,60-64,censored,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,AB,Yes,ALL,ALL,Tx,10.0,10.0,10.0,10.0,9.0,9.0,9.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
278,AB,Yes,ALL,ALL,events,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
279,AB,Yes,ALL,ALL,censored,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
292,AB,Yes,F,ALL,Tx,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
293,AB,Yes,F,ALL,events,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
294,AB,Yes,F,ALL,censored,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
307,AB,Yes,M,ALL,Tx,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
308,AB,Yes,M,ALL,events,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,AB,Yes,M,ALL,censored,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
310,ALL,ALL,ALL,18-19,Tx,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
311,ALL,ALL,ALL,18-19,events,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ALL,ALL,ALL,18-19,censored,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
313,ALL,ALL,ALL,20-24,Tx,17.0,14.0,13.0,12.0,11.0,8.0,7.0,7.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
314,ALL,ALL,ALL,20-24,events,,2.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
315,ALL,ALL,ALL,20-24,censored,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
316,ALL,ALL,ALL,25-29,Tx,19.0,16.0,16.0,15.0,14.0,14.0,14.0,12.0,12.0,9.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
317,ALL,ALL,ALL,25-29,events,,2.0,,1.0,,,,1.0,,2.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
318,ALL,ALL,ALL,25-29,censored,,1.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
319,ALL,ALL,ALL,30-34,Tx,47.0,43.0,41.0,38.0,33.0,30.0,27.0,25.0,20.0,20.0,19.0,19.0,18.0,17.0,14.0,14.0,14.0,13.0,13.0,12.0,10.0,8.0,7.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
320,ALL,ALL,ALL,30-34,events,,3.0,,2.0,2.0,1.0,2.0,,2.0,,1.0,,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
321,ALL,ALL,ALL,30-34,censored,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,
322,ALL,ALL,ALL,35-39,Tx,97.0,87.0,82.0,74.0,65.0,63.0,59.0,57.0,51.0,47.0,42.0,35.0,31.0,29.0,27.0,26.0,23.0,21.0,19.0,18.0,17.0,16.0,13.0,13.0,12.0,12.0,12.0,10.0,7.0,6.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0
323,ALL,ALL,ALL,35-39,events,,6.0,4.0,2.0,5.0,1.0,2.0,,3.0,2.0,3.0,6.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
324,ALL,ALL,ALL,35-39,censored,,4.0,1.0,6.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,,,,1.0,3.0,1.0,,1.0,2.0,1.0,,,,,1.0,1.0
325,ALL,ALL,ALL,40-44,Tx,146.0,127.0,120.0,110.0,101.0,87.0,81.0,77.0,73.0,68.0,63.0,55.0,50.0,45.0,37.0,35.0,35.0,29.0,27.0,23.0,21.0,20.0,17.0,14.0,12.0,9.0,7.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,
326,ALL,ALL,ALL,40-44,events,,13.0,3.0,6.0,6.0,8.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
327,ALL,ALL,ALL,40-44,censored,,6.0,4.0,4.0,3.0,6.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,6.0,2.0,,6.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,,2.0,,,1.0,,,1.0,,
328,ALL,ALL,ALL,45-49,Tx,182.0,161.0,154.0,144.0,128.0,119.0,112.0,102.0,96.0,90.0,84.0,76.0,66.0,66.0,53.0,50.0,45.0,43.0,38.0,33.0,30.0,29.0,25.0,22.0,19.0,17.0,16.0,15.0,11.0,10.0,9.0,8.0,7.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0
329,ALL,ALL,ALL,45-49,events,,13.0,2.0,6.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0,3.0,2.0,,3.0,2.0,2.0,2.0,1.0,3.0,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
330,ALL,ALL,ALL,45-49,censored,,8.0,5.0,4.0,8.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,8.0,,10.0,1.0,3.0,,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,
331,ALL,ALL,ALL,50-54,Tx,240.0,220.0,208.0,198.0,178.0,166.0,154.0,141.0,134.0,125.0,116.0,109.0,101.0,90.0,82.0,72.0,65.0,63.0,59.0,55.0,53.0,50.0,47.0,43.0,38.0,34.0,31.0,27.0,20.0,16.0,14.0,13.0,13.0,12.0,12.0,11.0,8.0,5.0,1.0,0.0
332,ALL,ALL,ALL,50-54,events,,10.0,4.0,4.0,10.0,9.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,,1.0,1.0,3.0,1.0,,2.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,
333,ALL,ALL,ALL,50-54,censored,,10.0,8.0,6.0,10.0,3.0,7.0,9.0,3.0,5.0,5.0,2.0,5.0,6.0,6.0,6.0,7.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,2.0,1.0,,,,1.0,3.0,3.0,4.0,1.0
334,ALL,ALL,ALL,55-59,Tx,291.0,261.0,245.0,232.0,215.0,202.0,190.0,175.0,164.0,152.0,143.0,133.0,127.0,121.0,112.0,105.0,99.0,89.0,84.0,75.0,72.0,66.0,63.0,59.0,54.0,49.0,41.0,38.0,31.0,25.0,17.0,15.0,14.0,11.0,10.0,7.0,5.0,3.0,0.0,0.0
335,ALL,ALL,ALL,55-59,events,,22.0,8.0,6.0,9.0,5.0,4.0,5.0,4.0,5.0,5.0,8.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,,1.0,,2.0,2.0,2.0,,,,2.0,,1.0,,1.0,,,,,,
336,ALL,ALL,ALL,55-59,censored,,8.0,8.0,7.0,8.0,8.0,8.0,10.0,7.0,7.0,4.0,2.0,4.0,3.0,7.0,2.0,3.0,6.0,3.0,7.0,3.0,5.0,3.0,2.0,3.0,3.0,8.0,3.0,7.0,4.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,
337,ALL,ALL,ALL,60-64,Tx,236.0,200.0,188.0,179.0,166.0,158.0,150.0,136.0,121.0,106.0,94.0,84.0,78.0,74.0,68.0,62.0,57.0,53.0,47.0,42.0,36.0,32.0,29.0,27.0,24.0,20.0,18.0,14.0,12.0,11.0,10.0,9.0,7.0,6.0,5.0,3.0,2.0,1.0,0.0,0.0
338,ALL,ALL,ALL,60-64,events,,21.0,3.0,5.0,5.0,5.0,3.0,5.0,7.0,5.0,6.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,2.0,,,,,,,1.0,,,,,
339,ALL,ALL,ALL,60-64,censored,,15.0,9.0,4.0,8.0,3.0,5.0,9.0,8.0,10.0,6.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,
340,ALL,ALL,ALL,65+,Tx,160.0,141.0,131.0,121.0,115.0,112.0,105.0,93.0,85.0,78.0,68.0,60.0,50.0,46.0,37.0,37.0,33.0,31.0,28.0,24.0,23.0,22.0,20.0,14.0,13.0,12.0,8.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0
341,ALL,ALL,ALL,65+,events,,10.0,6.0,9.0,2.0,2.0,5.0,11.0,8.0,5.0,7.0,5.0,2.0,1.0,3.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
342,ALL,ALL,ALL,65+,censored,,9.0,4.0,1.0,4.0,1.0,2.0,1.0,,2.0,3.0,3.0,8.0,3.0,6.0,,3.0,1.0,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,4.0,2.0,,2.0,,,,,,2.0,1.0,,,
343,ALL,ALL,ALL,ALL,Tx,1441.0,1276.0,1204.0,1129.0,1032.0,965.0,905.0,831.0,768.0,704.0,642.0,584.0,531.0,495.0,437.0,407.0,377.0,348.0,320.0,287.0,266.0,247.0,225.0,201.0,180.0,160.0,140.0,124.0,99.0,79.0,67.0,59.0,53.0,45.0,40.0,29.0,21.0,14.0,4.0,2.0
344,ALL,ALL,ALL,ALL,events,,102.0,31.0,41.0,48.0,40.0,30.0,34.0,32.0,31.0,38.0,36.0,21.0,13.0,15.0,13.0,9.0,12.0,7.0,13.0,6.0,4.0,8.0,8.0,7.0,5.0,1.0,3.0,2.0,3.0,,1.0,,2.0,1.0,,,,,
345,ALL,ALL,ALL,ALL,censored,,63.0,41.0,34.0,49.0,27.0,30.0,40.0,31.0,33.0,24.0,22.0,32.0,23.0,43.0,17.0,21.0,17.0,21.0,20.0,15.0,15.0,14.0,16.0,14.0,15.0,19.0,13.0,23.0,17.0,12.0,7.0,6.0,6.0,4.0,11.0,8.0,7.0,10.0,2.0
346,ALL,ALL,F,18-19,Tx,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
347,ALL,ALL,F,18-19,events,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,ALL,ALL,F,18-19,censored,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,ALL,ALL,F,20-24,Tx,12.0,9.0,8.0,8.0,7.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
350,ALL,ALL,F,20-24,events,,2.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,ALL,ALL,F,20-24,censored,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
352,ALL,ALL,F,25-29,Tx,10.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
353,ALL,ALL,F,25-29,events,,2.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
354,ALL,ALL,F,25-29,censored,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
355,ALL,ALL,F,30-34,Tx,25.0,24.0,22.0,20.0,16.0,13.0,12.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
356,ALL,ALL,F,30-34,events,,1.0,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
357,ALL,ALL,F,30-34,censored,,,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
358,ALL,ALL,F,35-39,Tx,52.0,43.0,40.0,35.0,31.0,30.0,28.0,27.0,25.0,23.0,19.0,17.0,15.0,13.0,12.0,12.0,9.0,9.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,,,,,,
359,ALL,ALL,F,35-39,events,,6.0,2.0,2.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
360,ALL,ALL,F,35-39,censored,,3.0,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,2.0,,,,,,,
361,ALL,ALL,F,40-44,Tx,93.0,80.0,77.0,70.0,66.0,57.0,51.0,48.0,46.0,44.0,41.0,34.0,32.0,29.0,23.0,23.0,23.0,18.0,17.0,13.0,13.0,12.0,9.0,7.0,6.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
362,ALL,ALL,F,40-44,events,,8.0,1.0,5.0,3.0,6.0,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
363,ALL,ALL,F,40-44,censored,,5.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,,,5.0,1.0,2.0,,,2.0,2.0,,3.0,,,,1.0,,1.0,,,,,,1.0,,
364,ALL,ALL,F,45-49,Tx,110.0,98.0,93.0,86.0,77.0,74.0,69.0,64.0,60.0,54.0,51.0,45.0,38.0,38.0,30.0,29.0,26.0,25.0,23.0,20.0,17.0,16.0,14.0,13.0,10.0,10.0,10.0,9.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0
365,ALL,ALL,F,45-49,events,,8.0,2.0,4.0,6.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,,2.0,1.0,2.0,1.0,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,
366,ALL,ALL,F,45-49,censored,,4.0,3.0,3.0,3.0,1.0,,3.0,2.0,2.0,1.0,3.0,6.0,,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,2.0,1.0,,,1.0,,2.0,1.0,,,1.0,
367,ALL,ALL,F,50-54,Tx,137.0,129.0,123.0,117.0,100.0,93.0,85.0,77.0,74.0,68.0,63.0,59.0,53.0,47.0,42.0,37.0,32.0,31.0,29.0,26.0,26.0,25.0,24.0,22.0,17.0,15.0,13.0,12.0,8.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0
368,ALL,ALL,F,50-54,events,,4.0,2.0,3.0,9.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,,,1.0,3.0,,,1.0,,2.0,,,,,,,,,1.0,,,,,,
369,ALL,ALL,F,50-54,censored,,4.0,4.0,3.0,8.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,,,1.0,,2.0,3.0,2.0,2.0,1.0,4.0,4.0,,,,,,,1.0,1.0,1.0,
370,ALL,ALL,F,55-59,Tx,147.0,129.0,120.0,114.0,104.0,98.0,92.0,86.0,81.0,77.0,71.0,66.0,63.0,58.0,55.0,52.0,49.0,43.0,39.0,36.0,35.0,31.0,29.0,26.0,25.0,23.0,18.0,17.0,14.0,11.0,8.0,7.0,7.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0
371,ALL,ALL,F,55-59,events,,14.0,7.0,5.0,6.0,2.0,2.0,,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,,,1.0,,2.0,1.0,,,,,1.0,,,,1.0,,,,,,
372,ALL,ALL,F,55-59,censored,,4.0,2.0,1.0,4.0,4.0,4.0,6.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,,2.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,,2.0,5.0,1.0,3.0,2.0,3.0,1.0,,2.0,,1.0,1.0,,2.0,
