index	Prov	Con_ACT	Sex	Age	variable	Stay	Months_stayed
625	ON	No	F	65+	M0	1.0	0
626	ON	No	F	65+	M0	1.0	0
627	ON	No	F	65+	M0	1.0	0
628	ON	No	F	65+	M0	1.0	0
629	ON	No	F	65+	M0	1.0	0
630	ON	No	F	65+	M0	1.0	0
631	ON	No	F	65+	M0	1.0	0
632	ON	No	F	65+	M0	1.0	0
633	ON	No	F	65+	M0	1.0	0
634	ON	No	F	65+	M0	1.0	0
635	ON	No	F	65+	M0	1.0	0
636	ON	No	M	20-24	M0	1.0	0
637	ON	No	M	20-24	M0	1.0	0
638	ON	No	M	20-24	M0	1.0	0
639	ON	No	M	25-29	M0	1.0	0
640	ON	No	M	25-29	M0	1.0	0
641	ON	No	M	25-29	M0	1.0	0
642	ON	No	M	30-34	M0	1.0	0
643	ON	No	M	30-34	M0	1.0	0
644	ON	No	M	30-34	M0	1.0	0
645	ON	No	M	30-34	M0	1.0	0
646	ON	No	M	30-34	M0	1.0	0
647	ON	No	M	35-39	M0	1.0	0
648	ON	No	M	35-39	M0	1.0	0
649	ON	No	M	35-39	M0	1.0	0
650	ON	No	M	35-39	M0	1.0	0
651	ON	No	M	35-39	M0	1.0	0
652	ON	No	M	35-39	M0	1.0	0
653	ON	No	M	35-39	M0	1.0	0
654	ON	No	M	35-39	M0	1.0	0
655	ON	No	M	35-39	M0	1.0	0
656	ON	No	M	35-39	M0	1.0	0
657	ON	No	M	35-39	M0	1.0	0
658	ON	No	M	35-39	M0	1.0	0
659	ON	No	M	35-39	M0	1.0	0
660	ON	No	M	35-39	M0	1.0	0
661	ON	No	M	35-39	M0	1.0	0
662	ON	No	M	40-44	M0	1.0	0
663	ON	No	M	40-44	M0	1.0	0
664	ON	No	M	40-44	M0	1.0	0
665	ON	No	M	40-44	M0	1.0	0
666	ON	No	M	40-44	M0	1.0	0
667	ON	No	M	40-44	M0	1.0	0
668	ON	No	M	40-44	M0	1.0	0
669	ON	No	M	40-44	M0	1.0	0
670	ON	No	M	40-44	M0	1.0	0
671	ON	No	M	40-44	M0	1.0	0
672	ON	No	M	40-44	M0	1.0	0
673	ON	No	M	40-44	M0	1.0	0
674	ON	No	M	40-44	M0	1.0	0
675	ON	No	M	40-44	M0	1.0	0
676	ON	No	M	45-49	M0	1.0	0
677	ON	No	M	45-49	M0	1.0	0
678	ON	No	M	45-49	M0	1.0	0
679	ON	No	M	45-49	M0	1.0	0
680	ON	No	M	45-49	M0	1.0	0
681	ON	No	M	45-49	M0	1.0	0
682	ON	No	M	45-49	M0	1.0	0
683	ON	No	M	45-49	M0	1.0	0
684	ON	No	M	45-49	M0	1.0	0
685	ON	No	M	45-49	M0	1.0	0
686	ON	No	M	45-49	M0	1.0	0
687	ON	No	M	45-49	M0	1.0	0
688	ON	No	M	45-49	M0	1.0	0
689	ON	No	M	45-49	M0	1.0	0
690	ON	No	M	45-49	M0	1.0	0
691	ON	No	M	45-49	M0	1.0	0
692	ON	No	M	45-49	M0	1.0	0
693	ON	No	M	45-49	M0	1.0	0
694	ON	No	M	45-49	M0	1.0	0
695	ON	No	M	45-49	M0	1.0	0
696	ON	No	M	45-49	M0	1.0	0
697	ON	No	M	45-49	M0	1.0	0
698	ON	No	M	45-49	M0	1.0	0
699	ON	No	M	45-49	M0	1.0	0
700	ON	No	M	45-49	M0	1.0	0
701	ON	No	M	45-49	M0	1.0	0
702	ON	No	M	45-49	M0	1.0	0
703	ON	No	M	45-49	M0	1.0	0
704	ON	No	M	45-49	M0	1.0	0
705	ON	No	M	45-49	M0	1.0	0
706	ON	No	M	45-49	M0	1.0	0
707	ON	No	M	45-49	M0	1.0	0
708	ON	No	M	45-49	M0	1.0	0
709	ON	No	M	50-54	M0	1.0	0
710	ON	No	M	50-54	M0	1.0	0
711	ON	No	M	50-54	M0	1.0	0
712	ON	No	M	50-54	M0	1.0	0
713	ON	No	M	50-54	M0	1.0	0
714	ON	No	M	50-54	M0	1.0	0
715	ON	No	M	50-54	M0	1.0	0
716	ON	No	M	50-54	M0	1.0	0
717	ON	No	M	50-54	M0	1.0	0
718	ON	No	M	50-54	M0	1.0	0
719	ON	No	M	50-54	M0	1.0	0
720	ON	No	M	50-54	M0	1.0	0
721	ON	No	M	50-54	M0	1.0	0
722	ON	No	M	50-54	M0	1.0	0
723	ON	No	M	50-54	M0	1.0	0
724	ON	No	M	50-54	M0	1.0	0
725	ON	No	M	50-54	M0	1.0	0
726	ON	No	M	50-54	M0	1.0	0
727	ON	No	M	50-54	M0	1.0	0
728	ON	No	M	50-54	M0	1.0	0
729	ON	No	M	50-54	M0	1.0	0
730	ON	No	M	50-54	M0	1.0	0
731	ON	No	M	50-54	M0	1.0	0
732	ON	No	M	50-54	M0	1.0	0
733	ON	No	M	50-54	M0	1.0	0
734	ON	No	M	50-54	M0	1.0	0
735	ON	No	M	50-54	M0	1.0	0
736	ON	No	M	50-54	M0	1.0	0
737	ON	No	M	50-54	M0	1.0	0
738	ON	No	M	50-54	M0	1.0	0
739	ON	No	M	50-54	M0	1.0	0
740	ON	No	M	50-54	M0	1.0	0
741	ON	No	M	50-54	M0	1.0	0
742	ON	No	M	55-59	M0	1.0	0
743	ON	No	M	55-59	M0	1.0	0
744	ON	No	M	55-59	M0	1.0	0
745	ON	No	M	55-59	M0	1.0	0
746	ON	No	M	55-59	M0	1.0	0
747	ON	No	M	55-59	M0	1.0	0
748	ON	No	M	55-59	M0	1.0	0
749	ON	No	M	55-59	M0	1.0	0
750	ON	No	M	55-59	M0	1.0	0
751	ON	No	M	55-59	M0	1.0	0
752	ON	No	M	55-59	M0	1.0	0
753	ON	No	M	55-59	M0	1.0	0
754	ON	No	M	55-59	M0	1.0	0
755	ON	No	M	55-59	M0	1.0	0
756	ON	No	M	55-59	M0	1.0	0
757	ON	No	M	55-59	M0	1.0	0
758	ON	No	M	55-59	M0	1.0	0
759	ON	No	M	55-59	M0	1.0	0
760	ON	No	M	55-59	M0	1.0	0
761	ON	No	M	55-59	M0	1.0	0
762	ON	No	M	55-59	M0	1.0	0
763	ON	No	M	55-59	M0	1.0	0
764	ON	No	M	55-59	M0	1.0	0
765	ON	No	M	55-59	M0	1.0	0
766	ON	No	M	55-59	M0	1.0	0
767	ON	No	M	55-59	M0	1.0	0
768	ON	No	M	55-59	M0	1.0	0
769	ON	No	M	55-59	M0	1.0	0
770	ON	No	M	55-59	M0	1.0	0
771	ON	No	M	55-59	M0	1.0	0
772	ON	No	M	55-59	M0	1.0	0
773	ON	No	M	55-59	M0	1.0	0
774	ON	No	M	55-59	M0	1.0	0
775	ON	No	M	55-59	M0	1.0	0
776	ON	No	M	55-59	M0	1.0	0
777	ON	No	M	55-59	M0	1.0	0
778	ON	No	M	55-59	M0	1.0	0
779	ON	No	M	55-59	M0	1.0	0
780	ON	No	M	55-59	M0	1.0	0
781	ON	No	M	55-59	M0	1.0	0
782	ON	No	M	55-59	M0	1.0	0
783	ON	No	M	55-59	M0	1.0	0
784	ON	No	M	55-59	M0	1.0	0
785	ON	No	M	55-59	M0	1.0	0
786	ON	No	M	55-59	M0	1.0	0
787	ON	No	M	55-59	M0	1.0	0
788	ON	No	M	55-59	M0	1.0	0
789	ON	No	M	55-59	M0	1.0	0
790	ON	No	M	55-59	M0	1.0	0
791	ON	No	M	55-59	M0	1.0	0
792	ON	No	M	55-59	M0	1.0	0
793	ON	No	M	55-59	M0	1.0	0
794	ON	No	M	55-59	M0	1.0	0
795	ON	No	M	55-59	M0	1.0	0
796	ON	No	M	55-59	M0	1.0	0
797	ON	No	M	55-59	M0	1.0	0
798	ON	No	M	55-59	M0	1.0	0
799	ON	No	M	55-59	M0	1.0	0
800	ON	No	M	55-59	M0	1.0	0
801	ON	No	M	55-59	M0	1.0	0
802	ON	No	M	55-59	M0	1.0	0
803	ON	No	M	60-64	M0	1.0	0
804	ON	No	M	60-64	M0	1.0	0
805	ON	No	M	60-64	M0	1.0	0
806	ON	No	M	60-64	M0	1.0	0
807	ON	No	M	60-64	M0	1.0	0
808	ON	No	M	60-64	M0	1.0	0
809	ON	No	M	60-64	M0	1.0	0
810	ON	No	M	60-64	M0	1.0	0
811	ON	No	M	60-64	M0	1.0	0
812	ON	No	M	60-64	M0	1.0	0
813	ON	No	M	60-64	M0	1.0	0
814	ON	No	M	60-64	M0	1.0	0
815	ON	No	M	60-64	M0	1.0	0
816	ON	No	M	60-64	M0	1.0	0
817	ON	No	M	60-64	M0	1.0	0
818	ON	No	M	60-64	M0	1.0	0
819	ON	No	M	60-64	M0	1.0	0
820	ON	No	M	60-64	M0	1.0	0
821	ON	No	M	60-64	M0	1.0	0
822	ON	No	M	60-64	M0	1.0	0
823	ON	No	M	60-64	M0	1.0	0
824	ON	No	M	60-64	M0	1.0	0
825	ON	No	M	60-64	M0	1.0	0
826	ON	No	M	60-64	M0	1.0	0
827	ON	No	M	60-64	M0	1.0	0
828	ON	No	M	60-64	M0	1.0	0
829	ON	No	M	60-64	M0	1.0	0
830	ON	No	M	60-64	M0	1.0	0
831	ON	No	M	60-64	M0	1.0	0
832	ON	No	M	60-64	M0	1.0	0
833	ON	No	M	60-64	M0	1.0	0
834	ON	No	M	60-64	M0	1.0	0
835	ON	No	M	60-64	M0	1.0	0
836	ON	No	M	60-64	M0	1.0	0
837	ON	No	M	60-64	M0	1.0	0
838	ON	No	M	60-64	M0	1.0	0
839	ON	No	M	60-64	M0	1.0	0
840	ON	No	M	60-64	M0	1.0	0
841	ON	No	M	60-64	M0	1.0	0
842	ON	No	M	65+	M0	1.0	0
843	ON	No	M	65+	M0	1.0	0
844	ON	No	M	65+	M0	1.0	0
845	ON	No	M	65+	M0	1.0	0
846	ON	No	M	65+	M0	1.0	0
847	ON	No	M	65+	M0	1.0	0
848	ON	No	M	65+	M0	1.0	0
849	ON	No	M	65+	M0	1.0	0
850	ON	No	M	65+	M0	1.0	0
851	ON	No	M	65+	M0	1.0	0
852	ON	No	M	65+	M0	1.0	0
853	ON	No	M	65+	M0	1.0	0
854	ON	No	M	65+	M0	1.0	0
855	ON	No	M	65+	M0	1.0	0
856	ON	No	M	65+	M0	1.0	0
857	ON	No	M	65+	M0	1.0	0
858	ON	No	M	65+	M0	1.0	0
859	ON	No	M	65+	M0	1.0	0
860	ON	No	M	65+	M0	1.0	0
861	ON	No	M	65+	M0	1.0	0
862	ON	No	M	65+	M0	1.0	0
863	ON	No	M	65+	M0	1.0	0
864	ON	No	M	65+	M0	1.0	0
865	ON	No	M	65+	M0	1.0	0
866	ON	No	M	65+	M0	1.0	0
867	ON	No	M	65+	M0	1.0	0
868	ON	No	M	65+	M0	1.0	0
869	ON	No	M	65+	M0	1.0	0
870	ON	No	M	65+	M0	1.0	0
871	ON	No	M	65+	M0	1.0	0
872	ON	No	M	65+	M0	1.0	0
873	ON	No	M	65+	M0	1.0	0
874	ON	No	M	65+	M0	1.0	0
875	ON	No	M	65+	M0	1.0	0
876	ON		F	18-19	M0	1.0	0
877	ON		F	20-24	M0	1.0	0
878	ON		F	20-24	M0	1.0	0
879	ON		F	30-34	M0	1.0	0
880	ON		F	30-34	M0	1.0	0
881	ON		F	35-39	M0	1.0	0
882	ON		F	40-44	M0	1.0	0
883	ON		F	40-44	M0	1.0	0
884	ON		F	40-44	M0	1.0	0
885	ON		F	40-44	M0	1.0	0
886	ON		F	40-44	M0	1.0	0
887	ON		F	40-44	M0	1.0	0
888	ON		F	40-44	M0	1.0	0
889	ON		F	40-44	M0	1.0	0
890	ON		F	40-44	M0	1.0	0
891	ON		F	45-49	M0	1.0	0
892	ON		F	45-49	M0	1.0	0
893	ON		F	45-49	M0	1.0	0
894	ON		F	45-49	M0	1.0	0
895	ON		F	45-49	M0	1.0	0
896	ON		F	50-54	M0	1.0	0
897	ON		F	50-54	M0	1.0	0
898	ON		F	50-54	M0	1.0	0
899	ON		F	50-54	M0	1.0	0
900	ON		F	50-54	M0	1.0	0
901	ON		F	50-54	M0	1.0	0
902	ON		F	55-59	M0	1.0	0
903	ON		F	55-59	M0	1.0	0
904	ON		F	55-59	M0	1.0	0
905	ON		F	55-59	M0	1.0	0
906	ON		F	55-59	M0	1.0	0
907	ON		F	55-59	M0	1.0	0
908	ON		F	55-59	M0	1.0	0
909	ON		F	55-59	M0	1.0	0
910	ON		F	60-64	M0	1.0	0
911	ON		F	60-64	M0	1.0	0
912	ON		F	60-64	M0	1.0	0
913	ON		F	60-64	M0	1.0	0
914	ON		F	60-64	M0	1.0	0
915	ON		F	60-64	M0	1.0	0
916	ON		M	18-19	M0	1.0	0
917	ON		M	18-19	M0	1.0	0
918	ON		M	25-29	M0	1.0	0
919	ON		M	25-29	M0	1.0	0
920	ON		M	30-34	M0	1.0	0
921	ON		M	30-34	M0	1.0	0
922	ON		M	30-34	M0	1.0	0
923	ON		M	35-39	M0	1.0	0
924	ON		M	35-39	M0	1.0	0
925	ON		M	35-39	M0	1.0	0
926	ON		M	35-39	M0	1.0	0
927	ON		M	40-44	M0	1.0	0
928	ON		M	40-44	M0	1.0	0
929	ON		M	40-44	M0	1.0	0
930	ON		M	40-44	M0	1.0	0
931	ON		M	45-49	M0	1.0	0
932	ON		M	45-49	M0	1.0	0
933	ON		M	45-49	M0	1.0	0
934	ON		M	50-54	M0	1.0	0
935	ON		M	50-54	M0	1.0	0
936	ON		M	50-54	M0	1.0	0
937	ON		M	55-59	M0	1.0	0
938	ON		M	55-59	M0	1.0	0
939	ON		M	55-59	M0	1.0	0
940	ON		M	55-59	M0	1.0	0
941	ON		M	55-59	M0	1.0	0
942	ON		M	55-59	M0	1.0	0
943	ON		M	55-59	M0	1.0	0
944	ON		M	60-64	M0	1.0	0
945	ON		M	60-64	M0	1.0	0
946	ON		M	60-64	M0	1.0	0
947	ON		M	60-64	M0	1.0	0
948	ON		M	60-64	M0	1.0	0
949	ON		M	60-64	M0	1.0	0
950	ON		M	65+	M0	1.0	0
951	ON		M	65+	M0	1.0	0
952	ON		M	65+	M0	1.0	0
953	ON	Yes	F	30-34	M0	1.0	0
954	ON	Yes	F	30-34	M0	1.0	0
955	ON	Yes	F	30-34	M0	1.0	0
956	ON	Yes	F	30-34	M0	1.0	0
957	ON	Yes	F	35-39	M0	1.0	0
958	ON	Yes	F	35-39	M0	1.0	0
959	ON	Yes	F	35-39	M0	1.0	0
960	ON	Yes	F	40-44	M0	1.0	0
961	ON	Yes	F	40-44	M0	1.0	0
962	ON	Yes	F	40-44	M0	1.0	0
963	ON	Yes	F	40-44	M0	1.0	0
964	ON	Yes	F	40-44	M0	1.0	0
965	ON	Yes	F	40-44	M0	1.0	0
966	ON	Yes	F	40-44	M0	1.0	0
967	ON	Yes	F	40-44	M0	1.0	0
968	ON	Yes	F	45-49	M0	1.0	0
969	ON	Yes	F	45-49	M0	1.0	0
970	ON	Yes	F	45-49	M0	1.0	0
971	ON	Yes	F	45-49	M0	1.0	0
972	ON	Yes	F	45-49	M0	1.0	0
973	ON	Yes	F	45-49	M0	1.0	0
974	ON	Yes	F	50-54	M0	1.0	0
975	ON	Yes	F	50-54	M0	1.0	0
976	ON	Yes	F	50-54	M0	1.0	0
977	ON	Yes	F	50-54	M0	1.0	0
978	ON	Yes	F	50-54	M0	1.0	0
979	ON	Yes	F	50-54	M0	1.0	0
980	ON	Yes	F	50-54	M0	1.0	0
981	ON	Yes	F	50-54	M0	1.0	0
982	ON	Yes	F	55-59	M0	1.0	0
983	ON	Yes	F	55-59	M0	1.0	0
984	ON	Yes	F	55-59	M0	1.0	0
985	ON	Yes	F	55-59	M0	1.0	0
986	ON	Yes	F	55-59	M0	1.0	0
987	ON	Yes	F	55-59	M0	1.0	0
988	ON	Yes	F	55-59	M0	1.0	0
989	ON	Yes	F	55-59	M0	1.0	0
990	ON	Yes	F	55-59	M0	1.0	0
991	ON	Yes	F	55-59	M0	1.0	0
992	ON	Yes	F	55-59	M0	1.0	0
993	ON	Yes	F	55-59	M0	1.0	0
994	ON	Yes	F	55-59	M0	1.0	0
995	ON	Yes	F	55-59	M0	1.0	0
996	ON	Yes	F	60-64	M0	1.0	0
997	ON	Yes	F	60-64	M0	1.0	0
998	ON	Yes	F	60-64	M0	1.0	0
999	ON	Yes	F	60-64	M0	1.0	0
1000	ON	Yes	F	60-64	M0	1.0	0
1001	ON	Yes	F	60-64	M0	1.0	0
1002	ON	Yes	F	60-64	M0	1.0	0
1003	ON	Yes	F	60-64	M0	1.0	0
1004	ON	Yes	F	60-64	M0	1.0	0
1005	ON	Yes	F	65+	M0	1.0	0
1006	ON	Yes	F	65+	M0	1.0	0
1007	ON	Yes	F	65+	M0	1.0	0
1008	ON	Yes	F	65+	M0	1.0	0
1009	ON	Yes	M	20-24	M0	1.0	0
1010	ON	Yes	M	25-29	M0	1.0	0
1011	ON	Yes	M	35-39	M0	1.0	0
1012	ON	Yes	M	35-39	M0	1.0	0
1013	ON	Yes	M	35-39	M0	1.0	0
1014	ON	Yes	M	35-39	M0	1.0	0
1015	ON	Yes	M	35-39	M0	1.0	0
1016	ON	Yes	M	35-39	M0	1.0	0
1017	ON	Yes	M	35-39	M0	1.0	0
1018	ON	Yes	M	35-39	M0	1.0	0
1019	ON	Yes	M	35-39	M0	1.0	0
1020	ON	Yes	M	35-39	M0	1.0	0
1021	ON	Yes	M	40-44	M0	1.0	0
1022	ON	Yes	M	40-44	M0	1.0	0
1023	ON	Yes	M	40-44	M0	1.0	0
1024	ON	Yes	M	40-44	M0	1.0	0
1025	ON	Yes	M	40-44	M0	1.0	0
1026	ON	Yes	M	40-44	M0	1.0	0
1027	ON	Yes	M	45-49	M0	1.0	0
1028	ON	Yes	M	45-49	M0	1.0	0
1029	ON	Yes	M	50-54	M0	1.0	0
1030	ON	Yes	M	50-54	M0	1.0	0
1031	ON	Yes	M	50-54	M0	1.0	0
1032	ON	Yes	M	50-54	M0	1.0	0
1033	ON	Yes	M	50-54	M0	1.0	0
1034	ON	Yes	M	50-54	M0	1.0	0
1035	ON	Yes	M	50-54	M0	1.0	0
1036	ON	Yes	M	55-59	M0	1.0	0
1037	ON	Yes	M	55-59	M0	1.0	0
1038	ON	Yes	M	55-59	M0	1.0	0
1039	ON	Yes	M	55-59	M0	1.0	0
1040	ON	Yes	M	55-59	M0	1.0	0
1041	ON	Yes	M	55-59	M0	1.0	0
1042	ON	Yes	M	55-59	M0	1.0	0
1043	ON	Yes	M	55-59	M0	1.0	0
1044	ON	Yes	M	55-59	M0	1.0	0
1045	ON	Yes	M	55-59	M0	1.0	0
1046	ON	Yes	M	55-59	M0	1.0	0
1047	ON	Yes	M	55-59	M0	1.0	0
1048	ON	Yes	M	60-64	M0	1.0	0
1049	ON	Yes	M	65+	M0	1.0	0
1050	ON	Yes	M	65+	M0	1.0	0
1051	ON	Yes	M	65+	M0	1.0	0
1052	ON	Yes	M	65+	M0	1.0	0
1053	ON	Yes	M	65+	M0	1.0	0
1054	Prairies	No	F	30-34	M0	1.0	0
1055	Prairies	No	F	35-39	M0	1.0	0
1056	Prairies	No	F	35-39	M0	1.0	0
1057	Prairies	No	F	35-39	M0	1.0	0
1058	Prairies	No	F	35-39	M0	1.0	0
1059	Prairies	No	F	40-44	M0	1.0	0
1060	Prairies	No	F	45-49	M0	1.0	0
1061	Prairies	No	F	45-49	M0	1.0	0
1062	Prairies	No	F	45-49	M0	1.0	0
1063	Prairies	No	F	45-49	M0	1.0	0
1064	Prairies	No	F	45-49	M0	1.0	0
1065	Prairies	No	F	45-49	M0	1.0	0
1066	Prairies	No	F	50-54	M0	1.0	0
1067	Prairies	No	F	55-59	M0	1.0	0
1068	Prairies	No	F	55-59	M0	1.0	0
1069	Prairies	No	F	60-64	M0	1.0	0
1070	Prairies	No	F	60-64	M0	1.0	0
1071	Prairies	No	F	65+	M0	1.0	0
1072	Prairies	No	M	35-39	M0	1.0	0
1073	Prairies	No	M	40-44	M0	1.0	0
1074	Prairies	No	M	45-49	M0	1.0	0
1075	Prairies	No	M	50-54	M0	1.0	0
1076	Prairies	No	M	50-54	M0	1.0	0
1077	Prairies	No	M	50-54	M0	1.0	0
1078	Prairies	No	M	55-59	M0	1.0	0
1079	Prairies	No	M	55-59	M0	1.0	0
1080	Prairies	No	M	55-59	M0	1.0	0
1081	Prairies	No	M	55-59	M0	1.0	0
1082	Prairies	No	M	55-59	M0	1.0	0
1083	Prairies	No	M	55-59	M0	1.0	0
1084	Prairies	No	M	60-64	M0	1.0	0
1085	Prairies	No	M	60-64	M0	1.0	0
1086	Prairies	No	M	60-64	M0	1.0	0
1087	Prairies	No	M	65+	M0	1.0	0
1088	Prairies		F	45-49	M0	1.0	0
1089	Prairies		F	45-49	M0	1.0	0
1090	Prairies		F	45-49	M0	1.0	0
1091	Prairies		M	45-49	M0	1.0	0
1092	Prairies		M	65+	M0	1.0	0
1093	Prairies	Yes	M	55-59	M0	1.0	0
1094	QC	No	F	30-34	M0	1.0	0
1095	QC	No	F	30-34	M0	1.0	0
1096	QC	No	F	30-34	M0	1.0	0
1097	QC	No	F	30-34	M0	1.0	0
1098	QC	No	F	30-34	M0	1.0	0
1099	QC	No	F	35-39	M0	1.0	0
1100	QC	No	F	35-39	M0	1.0	0
1101	QC	No	F	35-39	M0	1.0	0
1102	QC	No	F	35-39	M0	1.0	0
1103	QC	No	F	40-44	M0	1.0	0
1104	QC	No	F	40-44	M0	1.0	0
1105	QC	No	F	40-44	M0	1.0	0
1106	QC	No	F	40-44	M0	1.0	0
1107	QC	No	F	40-44	M0	1.0	0
1108	QC	No	F	40-44	M0	1.0	0
1109	QC	No	F	40-44	M0	1.0	0
1110	QC	No	F	40-44	M0	1.0	0
1111	QC	No	F	40-44	M0	1.0	0
1112	QC	No	F	40-44	M0	1.0	0
1113	QC	No	F	40-44	M0	1.0	0
1114	QC	No	F	40-44	M0	1.0	0
1115	QC	No	F	40-44	M0	1.0	0
1116	QC	No	F	40-44	M0	1.0	0
1117	QC	No	F	40-44	M0	1.0	0
1118	QC	No	F	45-49	M0	1.0	0
1119	QC	No	F	45-49	M0	1.0	0
1120	QC	No	F	45-49	M0	1.0	0
1121	QC	No	F	45-49	M0	1.0	0
1122	QC	No	F	45-49	M0	1.0	0
1123	QC	No	F	45-49	M0	1.0	0
1124	QC	No	F	45-49	M0	1.0	0
1125	QC	No	F	45-49	M0	1.0	0
1126	QC	No	F	45-49	M0	1.0	0
1127	QC	No	F	45-49	M0	1.0	0
1128	QC	No	F	45-49	M0	1.0	0
1129	QC	No	F	45-49	M0	1.0	0
1130	QC	No	F	45-49	M0	1.0	0
1131	QC	No	F	45-49	M0	1.0	0
1132	QC	No	F	45-49	M0	1.0	0
1133	QC	No	F	45-49	M0	1.0	0
1134	QC	No	F	45-49	M0	1.0	0
1135	QC	No	F	45-49	M0	1.0	0
1136	QC	No	F	45-49	M0	1.0	0
1137	QC	No	F	45-49	M0	1.0	0
1138	QC	No	F	45-49	M0	1.0	0
1139	QC	No	F	45-49	M0	1.0	0
1140	QC	No	F	45-49	M0	1.0	0
1141	QC	No	F	45-49	M0	1.0	0
1142	QC	No	F	45-49	M0	1.0	0
1143	QC	No	F	45-49	M0	1.0	0
1144	QC	No	F	45-49	M0	1.0	0
1145	QC	No	F	50-54	M0	1.0	0
1146	QC	No	F	50-54	M0	1.0	0
1147	QC	No	F	50-54	M0	1.0	0
1148	QC	No	F	50-54	M0	1.0	0
1149	QC	No	F	50-54	M0	1.0	0
1150	QC	No	F	50-54	M0	1.0	0
1151	QC	No	F	50-54	M0	1.0	0
1152	QC	No	F	50-54	M0	1.0	0
1153	QC	No	F	50-54	M0	1.0	0
1154	QC	No	F	50-54	M0	1.0	0
1155	QC	No	F	50-54	M0	1.0	0
1156	QC	No	F	50-54	M0	1.0	0
1157	QC	No	F	50-54	M0	1.0	0
1158	QC	No	F	50-54	M0	1.0	0
1159	QC	No	F	50-54	M0	1.0	0
1160	QC	No	F	50-54	M0	1.0	0
1161	QC	No	F	50-54	M0	1.0	0
1162	QC	No	F	50-54	M0	1.0	0
1163	QC	No	F	50-54	M0	1.0	0
1164	QC	No	F	50-54	M0	1.0	0
1165	QC	No	F	50-54	M0	1.0	0
1166	QC	No	F	50-54	M0	1.0	0
1167	QC	No	F	50-54	M0	1.0	0
1168	QC	No	F	55-59	M0	1.0	0
1169	QC	No	F	55-59	M0	1.0	0
1170	QC	No	F	55-59	M0	1.0	0
1171	QC	No	F	55-59	M0	1.0	0
1172	QC	No	F	55-59	M0	1.0	0
1173	QC	No	F	55-59	M0	1.0	0
1174	QC	No	F	55-59	M0	1.0	0
1175	QC	No	F	55-59	M0	1.0	0
1176	QC	No	F	55-59	M0	1.0	0
1177	QC	No	F	55-59	M0	1.0	0
1178	QC	No	F	55-59	M0	1.0	0
1179	QC	No	F	55-59	M0	1.0	0
1180	QC	No	F	55-59	M0	1.0	0
1181	QC	No	F	55-59	M0	1.0	0
1182	QC	No	F	55-59	M0	1.0	0
1183	QC	No	F	55-59	M0	1.0	0
1184	QC	No	F	55-59	M0	1.0	0
1185	QC	No	F	55-59	M0	1.0	0
1186	QC	No	F	55-59	M0	1.0	0
1187	QC	No	F	55-59	M0	1.0	0
1188	QC	No	F	55-59	M0	1.0	0
1189	QC	No	F	55-59	M0	1.0	0
1190	QC	No	F	55-59	M0	1.0	0
1191	QC	No	F	55-59	M0	1.0	0
1192	QC	No	F	55-59	M0	1.0	0
1193	QC	No	F	55-59	M0	1.0	0
1194	QC	No	F	55-59	M0	1.0	0
1195	QC	No	F	55-59	M0	1.0	0
1196	QC	No	F	55-59	M0	1.0	0
1197	QC	No	F	55-59	M0	1.0	0
1198	QC	No	F	60-64	M0	1.0	0
1199	QC	No	F	60-64	M0	1.0	0
1200	QC	No	F	60-64	M0	1.0	0
1201	QC	No	F	60-64	M0	1.0	0
1202	QC	No	F	60-64	M0	1.0	0
1203	QC	No	F	60-64	M0	1.0	0
1204	QC	No	F	60-64	M0	1.0	0
1205	QC	No	F	60-64	M0	1.0	0
1206	QC	No	F	60-64	M0	1.0	0
1207	QC	No	F	60-64	M0	1.0	0
1208	QC	No	F	60-64	M0	1.0	0
1209	QC	No	F	60-64	M0	1.0	0
1210	QC	No	F	60-64	M0	1.0	0
1211	QC	No	F	60-64	M0	1.0	0
1212	QC	No	F	60-64	M0	1.0	0
1213	QC	No	F	60-64	M0	1.0	0
1214	QC	No	F	60-64	M0	1.0	0
1215	QC	No	F	60-64	M0	1.0	0
1216	QC	No	F	60-64	M0	1.0	0
1217	QC	No	F	60-64	M0	1.0	0
1218	QC	No	F	60-64	M0	1.0	0
1219	QC	No	F	60-64	M0	1.0	0
1220	QC	No	F	60-64	M0	1.0	0
1221	QC	No	F	60-64	M0	1.0	0
1222	QC	No	F	65+	M0	1.0	0
1223	QC	No	F	65+	M0	1.0	0
1224	QC	No	F	65+	M0	1.0	0
1225	QC	No	M	25-29	M0	1.0	0
1226	QC	No	M	30-34	M0	1.0	0
1227	QC	No	M	30-34	M0	1.0	0
1228	QC	No	M	30-34	M0	1.0	0
1229	QC	No	M	30-34	M0	1.0	0
1230	QC	No	M	35-39	M0	1.0	0
1231	QC	No	M	35-39	M0	1.0	0
1232	QC	No	M	35-39	M0	1.0	0
1233	QC	No	M	35-39	M0	1.0	0
1234	QC	No	M	40-44	M0	1.0	0
1235	QC	No	M	40-44	M0	1.0	0
1236	QC	No	M	40-44	M0	1.0	0
1237	QC	No	M	40-44	M0	1.0	0
1238	QC	No	M	40-44	M0	1.0	0
1239	QC	No	M	40-44	M0	1.0	0
1240	QC	No	M	40-44	M0	1.0	0
1241	QC	No	M	40-44	M0	1.0	0
1242	QC	No	M	40-44	M0	1.0	0
1243	QC	No	M	45-49	M0	1.0	0
1244	QC	No	M	45-49	M0	1.0	0
1245	QC	No	M	45-49	M0	1.0	0
